Ticker,Price,Number of Shares to Buy,One-Year Price Return,One-Year Return Percentile,Six-Month Price Return,Six-Month Return Percentile,Three-Month Price Return,Three-Month Return Percentile,One-Month Price Return,One-Month Return Percentile,HQM Score
PGR,209.60000610351562,N/A,0.09683237187897727,0.2684563758389262,0.02577416704807389,0.10290827740492169,0.04988277394115347,0.25279642058165547,0.007934643806145942,0.06487695749440715,0.17225950782997762
PH,1055.8499755859375,N/A,0.4590197781459171,0.8210290827740492,0.05638784102599114,0.2348993288590604,0.22386175287609222,0.7964205816554809,0.10767821492357911,0.7628635346756151,0.6538031319910513
PHM,130.17999267578125,N/A,0.01964149488241671,0.06935123042505592,0.08295213816843158,0.36465324384787473,0.18477986522648468,0.7046979865771812,0.032518962445927696,0.3266219239373601,0.366331096196868
PKG,255.47999572753906,N/A,0.3534708608426211,0.7024608501118569,0.05022490297903143,0.20581655480984337,0.21260939775819376,0.774049217002237,0.09615131805503507,0.7158836689038032,0.5995525727069351
PLD,141.02999877929688,N/A,0.3659708609479019,0.7248322147651006,0.030412097189298302,0.1297539149888143,0.010841464687041405,0.05145413870246084,0.05848184057330428,0.5167785234899328,0.35570469798657717
PM,190.38999938964844,N/A,0.18710653438579072,0.4697986577181208,0.03291625061321491,0.13870246085011184,0.012438386002328607,0.06487695749440715,0.013421061225161079,0.10961968680089486,0.19574944071588365
PNC,256.9700012207031,N/A,0.38770253001631877,0.7516778523489933,0.13818448987823415,0.5302013422818792,0.21696453205345087,0.7829977628635346,0.024356216995478384,0.2348993288590604,0.5749440715883669
PNR,66.16000366210938,N/A,0.3620697493587023,0.7203579418344519,0.34248943908287705,0.8836689038031319,0.08573123902331227,0.39821029082774045,0.06403610377627045,0.5659955257270693,0.6420581655480984
PNW,101.4800033569336,N/A,0.14363092253374357,0.3914988814317673,0.030081583699708914,0.12527964205816555,0.03130083113103058,0.15212527964205816,0.05801540708480582,0.5123042505592841,0.29530201342281875
PPG,114.11000061035156,N/A,0.047372578096053546,0.14541387024608501,0.11502584873137318,0.465324384787472,0.1186643306039794,0.5212527964205816,0.021645290092336046,0.19910514541387023,0.3327740492170022
PPL,36.02000045776367,N/A,0.01678338184605786,0.05369127516778523,0.03274445274527019,0.1342281879194631,0.04098221855228213,0.20134228187919462,0.004742036007764319,0.042505592841163314,0.10794183445190156
PRGO,13.039999961853027,N/A,0.3899447884643458,0.7583892617449663,0.05920006660320556,0.25503355704697983,0.2609950637099218,0.8590604026845636,0.2164178765890309,0.9507829977628635,0.7058165548098433
PRU,125.12999725341797,N/A,0.24551663301073712,0.5637583892617449,0.22890640852075717,0.7472035794183445,0.24433854243168407,0.8299776286353467,0.05089441147329715,0.4787472035794183,0.6549217002237137
PSA,325.92999267578125,N/A,0.19974396652602724,0.49217002237136465,0.10639682511892906,0.43624161073825507,0.12475725210648302,0.5369127516778524,0.02480814966317342,0.23937360178970915,0.4261744966442953
PSX,233.61000061035156,N/A,0.9546813786996198,0.9574944071588366,0.4848875713911337,0.9485458612975392,0.33544840801544773,0.9105145413870246,0.12931451184894463,0.8187919463087248,0.9088366890380313
PVH,82.47000122070312,N/A,0.07457619907186588,0.21029082774049215,0.20141713656700044,0.7114093959731543,0.038417330004738896,0.18791946308724833,0.055278305956189606,0.4988814317673378,0.40212527964205813
PWR,685.780029296875,N/A,0.8023791754175669,0.9463087248322146,0.3089977327507136,0.8657718120805369,0.10922894348309589,0.4854586129753915,0.09108554457460771,0.6935123042505593,0.7477628635346756
PYPL,61.65999984741211,N/A,0.10163215525483363,0.2751677852348993,0.540098365907111,0.9574944071588366,0.39300284007544234,0.9507829977628635,0.0901697020914401,0.6845637583892618,0.7170022371364653
QCOM,165.7899932861328,N/A,0.07243804361129645,0.20581655480984337,0.19026803784901475,0.680089485458613,0.17414101898435094,0.6711409395973155,0.03487021501764025,0.35123042505592844,0.4770693512304251
QRVO,98.11000061035156,N/A,0.09804143576754144,0.27293064876957496,0.16189007311352294,0.621923937360179,0.06352304184662941,0.3131991051454139,0.14748538725557384,0.8724832214765101,0.5201342281879195
